# Time-averaged data for fix info
# TimeStep v_temp v_ke v_pe v_etotal v_vol
40100 390.278 7.97068 -303.953 -295.983 24252.1
40200 375.192 7.66258 -304.01 -296.347 24252.1
40300 350.325 7.15473 -304.474 -297.32 24252.1
40400 352.864 7.20657 -304.594 -297.388 24252.1
40500 386.612 7.89582 -304.096 -296.201 24252.1
40600 396.19 8.09142 -303.82 -295.728 24252.1
40700 376.645 7.69226 -303.775 -296.083 24252.1
40800 374.053 7.63933 -304.095 -296.455 24252.1
40900 368.87 7.53347 -304.381 -296.848 24252.1
41000 358.164 7.31482 -304.725 -297.41 24252.1
41100 354.871 7.24758 -304.622 -297.374 24252.1
41200 375.284 7.66446 -304.009 -296.345 24252.1
41300 390.65 7.97828 -303.618 -295.64 24252.1
41400 393.034 8.02697 -303.733 -295.706 24252.1
41500 376.976 7.69902 -304.157 -296.458 24252.1
41600 362.954 7.41265 -304.618 -297.206 24252.1
41700 353.585 7.22131 -304.533 -297.311 24252.1
41800 360.436 7.36123 -304.295 -296.934 24252.1
41900 377.146 7.70248 -303.995 -296.292 24252.1
42000 394.928 8.06565 -303.747 -295.681 24252.1
42100 395.113 8.06944 -304.02 -295.951 24252.1
42200 354.832 7.24677 -304.401 -297.154 24252.1
42300 353.333 7.21616 -304.427 -297.211 24252.1
42400 376.026 7.67963 -304.245 -296.566 24252.1
42500 391.537 7.9964 -304.139 -296.143 24252.1
42600 384.498 7.85265 -304.246 -296.393 24252.1
42700 353.099 7.21139 -304.379 -297.168 24252.1
42800 319.415 6.52344 -304.989 -298.466 24252.1
42900 324.132 6.61978 -305.19 -298.57 24252.1
43000 347.352 7.094 -304.804 -297.71 24252.1
43100 368.671 7.5294 -304.473 -296.943 24252.1
43200 374.802 7.65463 -303.928 -296.273 24252.1
43300 380.841 7.77795 -303.564 -295.786 24252.1
43400 393.596 8.03846 -303.743 -295.704 24252.1
43500 366.891 7.49305 -304.17 -296.677 24252.1
43600 354.194 7.23374 -304.685 -297.452 24252.1
43700 353.508 7.21974 -304.386 -297.166 24252.1
43800 374.767 7.65391 -303.922 -296.268 24252.1
43900 387.113 7.90606 -303.86 -295.954 24252.1
44000 380.425 7.76947 -304.116 -296.346 24252.1
44100 370.942 7.57579 -304.399 -296.824 24252.1
44200 363.736 7.42862 -304.502 -297.073 24252.1
44300 364.537 7.44498 -304.399 -296.954 24252.1
44400 392.15 8.00892 -303.961 -295.952 24252.1
