
 159 atoms
 6 atom types

 0.000000 85.32567 xlo xhi
 0.000000 2.84229537522053 ylo yhi
 0.000000 100.00000 zlo zhi
 -1.641 0.000000  0.000000 xy xz yz

 Masses 

1    95.950000
2    32.060000
3    32.060000
4   183.840000
5    78.971000
6    78.971000

 Atoms

  74 2    75.845040     1.824913     0.000000
  75 3    75.845040     1.824913     3.171852
  76 1    79.005250     0.000000     1.585926
  77 2    79.005250     1.824913     0.000000
  78 3    79.005250     1.824913     3.171852
  79 1    82.165460     0.000000     1.585926
  80 2    82.165460     1.824913     0.000000
  81 3    82.165460     1.824913     3.171852
  82 4     0.000000     0.000000     7.757778
  83 5    -0.000081     1.895243     6.087234
  84 6    -0.000081     1.895243     9.428322
  85 4     3.281757     0.000000     7.757778
  86 5     3.281675     1.895243     6.087234
  87 6     3.281675     1.895243     9.428322
  88 4     6.563513     0.000000     7.757778
  89 5     6.563432     1.895243     6.087234
  90 6     6.563432     1.895243     9.428322
  91 4     9.845270     0.000000     7.757778
  92 5     9.845188     1.895243     6.087234
  93 6     9.845188     1.895243     9.428322
  94 4    13.127026     0.000000     7.757778
  95 5    13.126945     1.895243     6.087234
  96 6    13.126945     1.895243     9.428322
  97 4    16.408783     0.000000     7.757778
  98 5    16.408702     1.895243     6.087234
  99 6    16.408702     1.895243     9.428322
 100 4    19.690539     0.000000     7.757778
 101 5    19.690458     1.895243     6.087234
 102 6    19.690458     1.895243     9.428322
 103 4    22.972296     0.000000     7.757778
 104 5    22.972215     1.895243     6.087234
 105 6    22.972215     1.895243     9.428322
 106 4    26.254052     0.000000     7.757778
 107 5    26.253971     1.895243     6.087234
 108 6    26.253971     1.895243     9.428322
 109 4    29.535809     0.000000     7.757778
 110 5    29.535728     1.895243     6.087234
 111 6    29.535728     1.895243     9.428322
 112 4    32.817565     0.000000     7.757778
 113 5    32.817484     1.895243     6.087234
 114 6    32.817484     1.895243     9.428322
 115 4    36.099322     0.000000     7.757778
 116 5    36.099241     1.895243     6.087234
 117 6    36.099241     1.895243     9.428322
 118 4    39.381078     0.000000     7.757778
 119 5    39.380997     1.895243     6.087234
 120 6    39.380997     1.895243     9.428322
 121 4    42.662835     0.000000     7.757778
 122 5    42.662754     1.895243     6.087234
 123 6    42.662754     1.895243     9.428322
 124 4    45.944592     0.000000     7.757778
 125 5    45.944510     1.895243     6.087234
 126 6    45.944510     1.895243     9.428322
 127 4    49.226348     0.000000     7.757778
 128 5    49.226267     1.895243     6.087234
 129 6    49.226267     1.895243     9.428322
 130 4    52.508105     0.000000     7.757778
 131 5    52.508023     1.895243     6.087234
 132 6    52.508023     1.895243     9.428322
 133 4    55.789861     0.000000     7.757778
 134 5    55.789780     1.895243     6.087234
 135 6    55.789780     1.895243     9.428322
 136 4    59.071618     0.000000     7.757778
 137 5    59.071537     1.895243     6.087234
 138 6    59.071537     1.895243     9.428322
 139 4    62.353374     0.000000     7.757778
 140 5    62.353293     1.895243     6.087234
 141 6    62.353293     1.895243     9.428322
 142 4    65.635131     0.000000     7.757778
 143 5    65.635050     1.895243     6.087234
 144 6    65.635050     1.895243     9.428322
 145 4    68.916887     0.000000     7.757778
 146 5    68.916806     1.895243     6.087234
 147 6    68.916806     1.895243     9.428322
 148 4    72.198644     0.000000     7.757778
 149 5    72.198563     1.895243     6.087234
 150 6    72.198563     1.895243     9.428322
 151 4    75.480400     0.000000     7.757778
 152 5    75.480319     1.895243     6.087234
 153 6    75.480319     1.895243     9.428322
 154 4    78.762157     0.000000     7.757778
 155 5    78.762076     1.895243     6.087234
 156 6    78.762076     1.895243     9.428322
 157 4    82.043913     0.000000     7.757778
 158 5    82.043832     1.895243     6.087234
 159 6    82.043832     1.895243     9.428322
